,nb_nerons,nb_layers,act_fct,de_loss_avg,param_loss
N16_L5_elu,16,5,elu,77.48461778779492,7.050122520269059
N1024_L5_elu,1024,5,elu,8.225635615614342,15.251189430403857
N256_L4_elu,256,4,elu,8.03786433298318,12.198045514142787
