N8_L2_relu,8,2,relu,4.667140755990179,5.030437921392435
N16_L2_relu,16,2,relu,5.396627836619737,6.07073772800249
N16_L2_relu,16,2,relu,5.353849533806109,6.07073772800249
N16_L1_relu,16,1,relu,4.594571690591699,5.081404364984463
N16_L2_relu,16,2,relu,5.4856740673819875,6.07073772800249
N8_L1_relu,8,1,relu,3.981024480924361,4.394449154672439
N16_L2_relu,16,2,relu,5.668186093547598,6.07073772800249
N8_L2_relu,8,2,relu,4.70142866934248,5.030437921392435
N16_L2_relu,16,2,relu,5.309256582500983,6.07073772800249
N16_L1_relu,16,1,relu,4.479755600931241,5.081404364984463
N16_L1_relu,16,1,relu,4.632221210774197,5.081404364984463
N16_L1_relu,16,1,relu,4.539924808453383,5.081404364984463
N8_L2_relu,8,2,relu,4.494053582356472,5.030437921392435
N16_L1_relu,16,1,relu,4.537598726132987,5.081404364984463
N16_L1_relu,16,1,relu,4.528280767462803,5.081404364984463
N8_L2_relu,8,2,relu,4.655904346975467,5.030437921392435
N8_L1_relu,8,1,relu,3.980425186043381,4.394449154672439
N16_L2_relu,16,2,relu,5.514043735513374,6.07073772800249
N16_L2_relu,16,2,relu,5.157211835095914,6.07073772800249
N8_L1_relu,8,1,relu,4.038038692787494,4.394449154672439
N8_L2_relu,8,2,relu,4.684426086031251,5.030437921392435
N16_L2_relu,16,2,relu,5.230576825244798,6.07073772800249
N8_L1_relu,8,1,relu,3.745360150725685,4.394449154672439
N16_L2_relu,16,2,relu,5.441727007912819,6.07073772800249
N8_L2_relu,8,2,relu,4.5028241280559875,5.030437921392435
N8_L1_relu,8,1,relu,3.7649362437390854,4.394449154672439
N16_L2_relu,16,2,relu,5.172594192428329,6.07073772800249
N16_L2_relu,16,2,relu,5.466189120897708,6.07073772800249
N8_L2_relu,8,2,relu,4.474936245401993,5.030437921392435
N8_L2_relu,8,2,relu,4.597468723512188,5.030437921392435
N16_L2_relu,16,2,relu,5.098001826869045,6.07073772800249
N16_L1_relu,16,1,relu,4.534219243511765,5.081404364984463
N8_L1_relu,8,1,relu,4.011308255202818,4.394449154672439
N8_L2_relu,8,2,relu,4.536283290654008,5.030437921392435
N16_L1_relu,16,1,relu,4.4940794825951125,5.081404364984463
N8_L1_relu,8,1,relu,4.031219618079703,4.394449154672439
N8_L1_relu,8,1,relu,4.031240310516591,4.394449154672439
N16_L1_relu,16,1,relu,4.596891715406053,5.081404364984463
N8_L1_relu,8,1,relu,3.6968861528460932,4.394449154672439
N8_L2_relu,8,2,relu,4.495034050868229,5.030437921392435
N8_L1_relu,8,1,relu,3.89185710336426,4.394449154672439
N16_L1_relu,16,1,relu,4.472589874158029,5.081404364984463
N8_L1_relu,8,1,relu,3.943770236640383,4.394449154672439
N16_L2_relu,16,2,relu,5.453956255184434,6.07073772800249
N8_L1_relu,8,1,relu,4.000486110710931,4.394449154672439
N8_L2_relu,8,2,relu,4.700820299125246,5.030437921392435
N8_L1_relu,8,1,relu,4.0724981484438265,4.394449154672439
N8_L2_relu,8,2,relu,4.521686603164902,5.030437921392435
N16_L1_relu,16,1,relu,4.528032712590354,5.081404364984463
N16_L1_relu,16,1,relu,4.458889612741253,5.081404364984463
N16_L1_relu,16,1,relu,4.503005217749031,5.081404364984463
N8_L2_relu,8,2,relu,4.517723351547652,5.030437921392435
N8_L2_relu,8,2,relu,4.609657416316913,5.030437921392435
N16_L1_relu,16,1,relu,4.579939178994952,5.081404364984463
N8_L1_relu,8,1,relu,3.90396532209811,4.394449154672439
N8_L1_relu,8,1,relu,3.7532112279820162,4.394449154672439
N8_L1_relu,8,1,relu,4.219873089037403,4.394449154672439
N8_L2_relu,8,2,relu,4.483035455016548,5.030437921392435
N8_L1_relu,8,1,relu,4.088228853280801,4.394449154672439
N16_L1_relu,16,1,relu,4.645244243015398,5.081404364984463
N16_L1_relu,16,1,relu,4.529060974241103,5.081404364984463
N8_L1_relu,8,1,relu,3.9643903809630427,4.394449154672439
N8_L1_relu,8,1,relu,3.9033531926676686,4.394449154672439
N8_L2_relu,8,2,relu,4.712198531261078,5.030437921392435
N16_L1_relu,16,1,relu,4.461349565945194,5.081404364984463
N8_L2_relu,8,2,relu,4.532268766830179,5.030437921392435
N16_L1_relu,16,1,relu,4.614727739073482,5.081404364984463
N8_L1_relu,8,1,relu,3.9186779066543287,4.394449154672439
N16_L2_relu,16,2,relu,5.246554416229958,6.07073772800249
N8_L2_relu,8,2,relu,4.444335133523873,5.030437921392435
N16_L2_relu,16,2,relu,5.526042849895538,6.07073772800249
N8_L1_relu,8,1,relu,3.7515058044811163,4.394449154672439
N8_L1_relu,8,1,relu,4.069089658808254,4.394449154672439
N8_L1_relu,8,1,relu,4.001538019907615,4.394449154672439
N8_L1_relu,8,1,relu,3.9045263752602857,4.394449154672439
N16_L1_relu,16,1,relu,4.306749290972791,5.081404364984463
N16_L1_relu,16,1,relu,4.497159724417826,5.081404364984463
N8_L1_relu,8,1,relu,4.069041201835797,4.394449154672439
N8_L1_relu,8,1,relu,4.012319565314471,4.394449154672439
N8_L1_relu,8,1,relu,4.07135299231636,4.394449154672439
N8_L1_relu,8,1,relu,4.1209297137313206,4.394449154672439
N8_L1_relu,8,1,relu,3.983078270767788,4.394449154672439
N8_L1_relu,8,1,relu,3.919751294076643,4.394449154672439
N8_L1_relu,8,1,relu,3.9825910817474113,4.394449154672439
N8_L2_relu,8,2,relu,4.682100246812381,5.030437921392435
N8_L1_relu,8,1,relu,3.986105129004065,4.394449154672439
N8_L1_relu,8,1,relu,3.8581297408863975,4.394449154672439
N8_L1_relu,8,1,relu,4.082806125168509,4.394449154672439
N8_L2_relu,8,2,relu,3.8671240256908366,5.030437921392435
N8_L1_relu,8,1,relu,4.129698592238943,4.394449154672439
N8_L1_relu,8,1,relu,3.93921213807447,4.394449154672439
N8_L1_relu,8,1,relu,3.879782149687178,4.394449154672439
N8_L2_relu,8,2,relu,4.692275231199687,5.030437921392435
N8_L1_relu,8,1,relu,3.8167270559009525,4.394449154672439
N8_L1_relu,8,1,relu,3.9917182799216326,4.394449154672439
N16_L2_relu,16,2,relu,5.232434895036192,6.07073772800249
N8_L2_relu,8,2,relu,4.514925268320825,5.030437921392435
N8_L1_relu,8,1,relu,3.994905700990969,4.394449154672439
N16_L2_relu,16,2,relu,5.18401363245688,6.07073772800249
N8_L2_relu,8,2,relu,4.521487211250431,5.030437921392435
N8_L2_relu,8,2,relu,4.552418744015388,5.030437921392435
N8_L1_relu,8,1,relu,3.814498820956681,4.394449154672439
N16_L1_relu,16,1,relu,4.7222081889162295,5.081404364984463
N8_L1_relu,8,1,relu,3.9565120630303037,4.394449154672439
N8_L1_relu,8,1,relu,4.097823857686416,4.394449154672439
N8_L1_relu,8,1,relu,3.9504677760226605,4.394449154672439
N8_L2_relu,8,2,relu,4.456905819259479,5.030437921392435
N8_L2_relu,8,2,relu,4.583731969873761,5.030437921392435
N16_L1_relu,16,1,relu,4.5362703150578225,5.081404364984463
N16_L2_relu,16,2,relu,5.414469648747109,6.07073772800249
N8_L1_relu,8,1,relu,3.9524036975547063,4.394449154672439
N8_L1_relu,8,1,relu,3.9518177610823497,4.394449154672439
N8_L1_relu,8,1,relu,4.0441036722320245,4.394449154672439
N16_L1_relu,16,1,relu,4.456407549640256,5.081404364984463
N16_L1_relu,16,1,relu,4.61130433953345,5.081404364984463
N8_L1_relu,8,1,relu,3.845896843672064,4.394449154672439
N8_L2_relu,8,2,relu,4.593813105134406,5.030437921392435
N8_L1_relu,8,1,relu,4.050790996360648,4.394449154672439
N8_L2_relu,8,2,relu,4.419692391757571,5.030437921392435
N16_L1_relu,16,1,relu,4.5318543931526944,5.081404364984463
N8_L1_relu,8,1,relu,3.919740293034247,4.394449154672439
N16_L1_relu,16,1,relu,4.731269612205505,5.081404364984463
N8_L1_relu,8,1,relu,3.86367033731007,4.394449154672439
N8_L1_relu,8,1,relu,4.211842851947772,4.394449154672439
N16_L1_relu,16,1,relu,4.474395616709358,5.081404364984463
N8_L1_relu,8,1,relu,3.8850210032337142,4.394449154672439
N8_L1_relu,8,1,relu,3.9785908931887044,4.394449154672439
N8_L2_relu,8,2,relu,4.475160223988625,5.030437921392435
N8_L2_relu,8,2,relu,4.495737469561986,5.030437921392435
N8_L2_relu,8,2,relu,4.620682140081075,5.030437921392435
N8_L2_relu,8,2,relu,4.642923783424701,5.030437921392435
N8_L1_relu,8,1,relu,3.9811994498843672,4.394449154672439
N16_L1_relu,16,1,relu,4.62206307601589,5.081404364984463
N16_L1_relu,16,1,relu,4.635277525448041,5.081404364984463
N8_L1_relu,8,1,relu,3.874420713096805,4.394449154672439
N8_L1_relu,8,1,relu,4.106369572191155,4.394449154672439
N8_L1_relu,8,1,relu,3.9884279205270228,4.394449154672439
N8_L1_relu,8,1,relu,3.9143675934718978,4.394449154672439
N8_L1_relu,8,1,relu,3.9295867498374766,4.394449154672439
N8_L1_relu,8,1,relu,4.064825969091214,4.394449154672439
N16_L1_relu,16,1,relu,4.524617187808178,5.081404364984463
N8_L1_relu,8,1,relu,3.890981472775486,4.394449154672439
N8_L1_relu,8,1,relu,3.8792100954826063,4.394449154672439
N8_L1_relu,8,1,relu,4.085343437018182,4.394449154672439
N8_L1_relu,8,1,relu,3.898762090974569,4.394449154672439
N8_L1_relu,8,1,relu,4.039516237553056,4.394449154672439
N8_L1_relu,8,1,relu,3.972360636178659,4.394449154672439
N16_L1_relu,16,1,relu,4.518425810881934,5.081404364984463
N8_L1_relu,8,1,relu,4.0191627375437,4.394449154672439
N8_L1_relu,8,1,relu,3.865541038376485,4.394449154672439
N8_L1_relu,8,1,relu,3.9702678188276854,4.394449154672439
N16_L1_relu,16,1,relu,4.6465638707068,5.081404364984463
N8_L1_relu,8,1,relu,3.9450979576857,4.394449154672439
N8_L1_relu,8,1,relu,3.970834896370221,4.394449154672439
N8_L1_relu,8,1,relu,3.879394231977942,4.394449154672439
N8_L1_relu,8,1,relu,3.9057671356847616,4.394449154672439
N8_L1_relu,8,1,relu,3.727090824391134,4.394449154672439
N8_L1_relu,8,1,relu,3.8320923689726443,4.394449154672439
N16_L2_relu,16,2,relu,5.395111347720859,6.07073772800249
N8_L1_relu,8,1,relu,3.9779766683216162,4.394449154672439
N8_L1_relu,8,1,relu,3.809935483799151,4.394449154672439
N8_L1_relu,8,1,relu,3.9820486255854757,4.394449154672439
N8_L1_relu,8,1,relu,3.9603320440373873,4.394449154672439
N8_L1_relu,8,1,relu,3.9017428496046165,4.394449154672439
N8_L1_relu,8,1,relu,4.071225694540068,4.394449154672439
N8_L1_relu,8,1,relu,4.064061134715139,4.394449154672439
N8_L1_relu,8,1,relu,4.004578498482096,4.394449154672439
N8_L1_relu,8,1,relu,4.074282150818981,4.394449154672439
N8_L1_relu,8,1,relu,3.8821004884072616,4.394449154672439
N8_L2_relu,8,2,relu,4.338499404510231,5.030437921392435
N8_L1_relu,8,1,relu,4.0475113760788535,4.394449154672439
N8_L1_relu,8,1,relu,4.111639071498651,4.394449154672439
N8_L1_relu,8,1,relu,4.191308882457212,4.394449154672439
N8_L1_relu,8,1,relu,3.9705399636621865,4.394449154672439
N8_L1_relu,8,1,relu,3.7096628158702663,4.394449154672439
N8_L1_relu,8,1,relu,3.917220268536911,4.394449154672439
N8_L1_relu,8,1,relu,4.030952449907239,4.394449154672439
N8_L1_relu,8,1,relu,4.046399746937736,4.394449154672439
N8_L2_relu,8,2,relu,4.447354196962676,5.030437921392435
N8_L1_relu,8,1,relu,3.9628353050415495,4.394449154672439
N8_L1_relu,8,1,relu,4.046325882795936,4.394449154672439
N8_L1_relu,8,1,relu,3.6489556588467607,4.394449154672439
N8_L1_relu,8,1,relu,3.827490004307568,4.394449154672439
N8_L1_relu,8,1,relu,3.838346985433708,4.394449154672439
