p_mH1	p_mH2	p_mH3	p_mA	p_mHc	p_tbeta	p_a1	p_a2	p_a3	p_m12sq	p_vs	p_THDMtype	p_L1	p_L2	p_L3	p_L4	p_L5	p_L6	p_L7	p_L8	p_u11sq	p_u22sq	p_ussq	s_sH1	s_sH2	s_sH3	s_uni	s_S	s_T	s_U	s_HB_ch_id	mu_F	mu_V	mu_gamgam	mu_ZZ	mu_WW	mu_tautau	mu_bb	x_H1_ggF	w_H1	b_H1_bb	b_H1_tautau	b_H1_cc	b_H1_ss	b_H1_mumu	b_H1_gg	b_H1_gamgam	b_H1_Zgam	b_H1_WW	b_H1_ZZ	b_H1_ZA	b_H1_AA	c_H1_top	c_H1_bot	c_H1_lep	c_H1_VV	c_H1_ZA	x_H2_ggF	w_H2	b_H2_tt	b_H2_bb	b_H2_tautau	b_H2_cc	b_H2_ss	b_H2_mumu	b_H2_gg	b_H2_gamgam	b_H2_Zgam	b_H2_WW	b_H2_ZZ	b_H2_ZA	b_H2_WpHm	b_H2_HpHm	b_H2_AA	b_H2_H1H1	c_H2_top	c_H2_bot	c_H2_lep	c_H2_VV	c_H2_ZA	x_H3_ggF	w_H3	b_H3_tt	b_H3_bb	b_H3_tautau	b_H3_cc	b_H3_ss	b_H3_mumu	b_H3_gg	b_H3_gamgam	b_H3_Zgam	b_H3_WW	b_H3_ZZ	b_H3_ZA	b_H3_WpHm	b_H3_HpHm	b_H3_AA	b_H3_H1H1	b_H3_H2H2	b_H3_H1H2	c_H3_top	c_H3_bot	c_H3_lep	c_H3_VV	c_H3_ZA	x_A_ggF	w_A	b_A_tt	b_A_bb	b_A_tautau	b_A_cc	b_A_ss	b_A_mumu	b_A_gg	b_A_gamgam	b_A_Zgam	b_A_WpHm	b_A_ZH1	b_A_ZH2	b_A_ZH3	c_A_top	c_A_bot	c_A_lep	w_Hc	b_Hc_tb	b_Hc_ts	b_Hc_cb	b_Hc_cs	b_Hc_taunu	b_Hc_WA	b_Hc_WH1	b_Hc_WH2	b_Hc_WH3
125	658.923	889.142	754.618	692.816	1.23065	0.856885	0.0962951	0.737352	116002	972.489	2	7.87577	5.21319	2.27382	-2.53688	-5.49327	0.659592	0.629519	-0.861805	-144787	476040	-303769	0.00924411	0.44785	0.542906	7.6752	0.00527741	0.0764199	0.00012637	401	0.948901	0.98977	0.873757	0.90835	0.908219	0.980156	0.979749	41.4613	0.00420612	0.610626	0.0656949	0.0263133	0.000230316	0.000232583	0.0699123	0.00213444	0.00144955	0.198604	0.0248028	0	0	0.96936	1.03351	1.03351	0.994872	0.0313959	0.380091	7.78351	0.959748	0.00108161	0.000159742	1.86105e-05	3.95722e-07	5.64883e-07	0.0022084	7.75517e-06	3.18174e-06	0.0184236	0.00896493	0	0	0	0	0.00938303	0.561609	-0.954307	-0.954307	-0.0412609	-0.741922	0.094079	46.7078	0.314697	0.000136009	2.1128e-05	5.12776e-06	4.95095e-08	7.47119e-08	0.000560744	1.27813e-06	1.39928e-07	0.0393727	0.0193843	0.0191926	0.203245	0	1.16349e-11	0.0132638	0	0.39012	-0.636569	0.731885	0.731885	-0.0923437	0.669751	0.543233	23.441	0.990182	0.000680078	0.000101022	1.46244e-05	2.56181e-07	3.57225e-07	0.00239283	6.96148e-06	2.27828e-06	0.000140912	0.0051994	0.00127952	0	0.812579	1.23065	1.23065	20.5915	0.993656	0.00162327	1.21081e-06	1.42778e-05	0.000105583	0	0.00452249	1.62942e-06	0	
125	430.478	601.603	522.804	615.55	0.683954	0.72189	-0.247458	-1.05317	96193.9	702.317	2	1.71994	3.61571	4.08908	-4.59456	-1.10529	0.437467	-0.0750476	0.909189	64378.3	-85246.7	-115111	0.0599957	0.709849	0.230156	4.02024	-0.00113765	0.0878401	0.000157918	598	1.31146	0.926079	1.20411	1.3967	1.3965	1.1721	1.17512	57.2042	0.00353736	0.529921	0.056842	0.0428839	0.000201293	0.00020124	0.117696	0.00212827	0.00157721	0.220955	0.0275941	0	0	1.13486	0.881621	0.881621	0.96233	-0.118004	1.29092	5.43623	0.215606	0.000414488	5.70509e-05	9.89767e-06	1.51274e-07	2.01757e-07	0.000945452	9.88666e-06	1.2645e-05	0.282071	0.132663	0	0	0	0	0.368211	0.408716	-0.589693	-0.589693	-0.271495	-0.465233	3.20784	34.7377	0.971145	8.32137e-05	1.23007e-05	2.06149e-05	2.94714e-08	4.34985e-08	0.00244782	7.40354e-06	2.09234e-06	0.000382741	0.000185287	0.000113939	0	0	9.5766e-11	7.22679e-05	0	0.0255269	1.2972	-0.585492	-0.585492	0.0145327	-0.877287	14.0527	51.0293	0.986888	7.25541e-05	9.93035e-06	1.59948e-05	2.8427e-08	3.51152e-08	0.00330061	9.86588e-06	2.75333e-06	0	0.00959883	0.000101869	0	1.46209	0.683954	0.683954	61.2029	0.954371	0.00155982	1.36328e-07	1.38596e-05	9.74856e-06	0.00334264	0.0144743	0.0261559	8.58936e-09	
125	633.797	945.884	792.229	742.548	1.19929	0.886465	0.0485331	0.773466	238340	1378.61	2	3.8248	2.23949	-0.15364	0.156052	-2.36391	0.343362	0.788087	-0.689407	-468376	843194	-323764	0.00235361	0.48692	0.510727	3.67303	0.00268152	0.0398837	5.97219e-05	481	1.02766	0.997532	1.02414	1.04377	1.04362	1.01704	1.01735	44.8789	0.00399532	0.585465	0.0629426	0.0299348	0.000221204	0.000222839	0.0803106	0.00231007	0.00155417	0.210722	0.0263162	0	0	1.00767	0.985952	0.985952	0.998765	-0.0106844	0.451793	7.18385	0.947665	0.00100676	0.000147787	1.90414e-05	3.68121e-07	5.2261e-07	0.00226424	8.17235e-06	3.35415e-06	0.0178769	0.00868082	0	0	0	0	0.0223265	0.554715	-0.899148	-0.899148	-0.0415446	-0.71509	0.0598958	33.3861	0.435349	0.000246468	3.86115e-05	6.94225e-06	8.99236e-08	1.36536e-07	0.000737366	2.05678e-06	5.43691e-07	0.005803	0.00286177	0.0561586	0.354746	0	2.71762e-10	0.00294677	0	0.141103	-0.610038	0.81101	0.81101	-0.0272364	0.69895	0.428182	27.8314	0.920516	0.000567029	8.48327e-05	1.35122e-05	2.13785e-07	2.99978e-07	0.00213658	6.21398e-06	2.06775e-06	3.37056e-05	0.000594318	0.0760457	0	0.833824	1.19929	1.19929	23.5938	0.979913	0.00160094	1.06644e-06	1.38887e-05	9.3794e-05	0	0.000573814	0.0177288	0	
125	549.877	774.942	782.494	777.346	1.10384	0.880135	-0.157818	1.24374	171309	1194.02	2	6.34071	2.28583	5.4614	-4.16331	-4.42868	0.228166	0.509357	-0.0876602	-208450	222392	-168138	0.0247005	0.874643	0.100657	7.01601	0.00140622	-0.0067052	-8.34231e-05	481	1.06979	0.973289	1.05643	1.13202	1.13186	1.02116	1.02212	46.7004	0.0037417	0.565045	0.0607087	0.0332129	0.00021381	0.00021493	0.0897669	0.00228905	0.00159379	0.219537	0.027417	0	0	1.02717	0.93706	0.93706	0.986554	-0.0448378	0.541411	4.64875	0.659106	8.74702e-05	1.26973e-05	1.57714e-05	3.11761e-08	4.49014e-08	0.00183758	2.31901e-06	1.01893e-06	0.181991	0.0875717	0	0	0	0	0.0693745	0.43095	-0.227617	-0.227617	0.134094	-0.327683	0.293979	21.1006	0.833974	0.000646323	9.80558e-05	1.44648e-05	2.36129e-07	3.46743e-07	0.00166243	6.37694e-06	3.28686e-06	0.0581382	0.0284939	0	0	0	0	0.0377626	0	0.0391997	-0.76151	1.13516	1.13516	0.0934333	0.943723	0.543761	31.9426	0.935543	0.000415006	6.18475e-05	1.37532e-05	1.56993e-07	2.18699e-07	0.00219122	6.37862e-06	2.11351e-06	2.95647e-10	0.00876026	0.0530057	7.30146e-10	0.905926	1.10384	1.10384	30.5716	0.934295	0.00152667	7.31302e-07	1.30945e-05	6.41961e-05	0	0.00904937	0.0549797	3.06756e-12	
125	393.321	775.005	728.6	766.655	1.37221	0.946722	-0.442756	-1.46872	199100	205.706	2	5.49087	2.64248	3.17901	-3.7405	-1.85993	3.14199	-0.0213888	1.6875	263885	82583.1	-99601.8	0.183553	0.807969	0.00847748	5.48329	0.0135001	-0.0240779	-0.000567051	410	0.832923	0.81642	0.813843	0.841435	0.841314	0.828251	0.828432	36.3766	0.00328759	0.588211	0.0632432	0.0294928	0.000222196	0.000223903	0.0790398	0.0022649	0.0015369	0.20959	0.0261748	0	0	0.907306	0.896507	0.896507	0.90356	-0.00513983	1.20945	7.89199	0.0591705	0.000244766	3.276e-05	4.7543e-06	9.16496e-08	1.15856e-07	0.000363933	1.94307e-06	1.30634e-05	0.351347	0.163382	0	0	0	0	0.425439	-0.354283	-0.563271	-0.563271	-0.426774	-0.0994729	0.294958	18.2945	0.966085	0.00102035	0.000154657	1.67555e-05	3.73456e-07	5.46894e-07	0.00192421	5.18257e-06	1.24166e-06	0.0110929	0.00543672	1.35072e-05	5.72366e-09	0	4.77664e-12	0.0101916	0	0.00405728	0.763125	-1.32739	-1.32739	0.0379972	-0.995027	0.538291	18.5003	0.974885	0.00103811	0.000153656	1.44705e-05	3.89703e-07	5.43344e-07	0.00242928	7.06426e-06	2.28321e-06	0	0.000157343	0.0213116	0	0.728751	1.37221	1.37221	18.8199	0.969225	0.00158287	1.78097e-06	1.38152e-05	0.000158936	5.95721e-06	0.000184693	0.0287529	0	
125	600.034	749.593	617.587	562.508	1.79839	1.01596	0.0647389	-0.625925	147930	652.807	2	3.81889	0.953374	-2.36309	1.60082	-0.547335	1.15126	-1.24943	0.172472	535239	32831.3	-240365	0.00418527	0.341781	0.654034	4.0153	0.00625938	0.0886044	0.000259519	401	0.95012	0.993583	0.879553	0.857033	0.856909	1.00924	1.00846	41.5269	0.0044809	0.627715	0.0675571	0.0247587	0.000236566	0.000239175	0.0654332	0.00214584	0.00139943	0.187143	0.0233715	0	0	0.970517	1.08175	1.08175	0.996786	0.0472427	0.532354	6.7982	0.809728	0.00238672	0.000346439	1.724e-05	8.7662e-07	1.2251e-06	0.00204566	4.29318e-06	5.93698e-07	0.0533534	0.0258246	0	1.95808e-05	0	0	0.106271	0.52536	-1.37636	-1.37636	0.076225	-0.807718	0.0555028	10.0407	0.26326	0.00120349	0.000180925	4.65326e-06	4.42941e-07	6.39784e-07	0.000536839	1.81757e-06	7.89504e-07	0.00765239	0.00374564	0.0592167	0.580577	0	2.28932e-08	0.00109345	0	0.0825253	0.302143	-1.0815	-1.0815	-0.0246352	-0.587673	0.817469	9.05324	0.977762	0.00316119	0.000457145	1.49866e-05	1.17962e-06	1.61652e-06	0.00281763	8.22591e-06	2.48808e-06	0.000179525	0.015594	1.26637e-07	0	0.556054	1.79839	1.79839	7.77927	0.984419	0.00160476	5.65115e-06	1.57589e-05	0.000484561	0	0.0133938	0	0	
125	642.351	820.158	656.454	743.115	1.28837	0.879247	-0.039913	-0.90279	175933	337.217	2	5.05218	2.94282	2.89073	-5.12734	-1.11886	4.49893	-1.66512	1.46244	327231	36006.7	-264472	0.0015922	0.615335	0.383072	4.93237	-0.00329816	-0.0125825	2.3015e-06	401	0.958538	0.997417	0.895193	0.915214	0.915082	0.99093	0.990514	41.8825	0.00424955	0.611129	0.0657493	0.0263092	0.000230504	0.000232775	0.0698974	0.00216481	0.00145503	0.198093	0.0247389	0	0	0.974276	1.03926	1.03926	0.998708	0.0314768	0.302786	5.03755	0.991626	0.00118078	0.00017365	1.96725e-05	4.32073e-07	6.14067e-07	0.00233811	7.50054e-06	2.5207e-06	0.00214562	0.00104265	0	0	0	0	0.00146267	0.469508	-0.810719	-0.810719	-0.0117972	-0.620101	0.159708	22.2659	0.636633	0.0004599	7.04123e-05	1.07313e-05	1.67984e-07	2.4899e-07	0.00121046	3.1046e-06	6.32916e-07	0.0184139	0.00904299	0.132126	0.000473945	0	2.47385e-09	0.0113864	0	0.190169	0.657869	-0.960508	-0.960508	0.049435	-0.78389	1.11494	18.5494	0.992162	0.000837138	0.000121718	1.49991e-05	3.14896e-07	4.30408e-07	0.00269583	7.87495e-06	2.4452e-06	0	0.00415771	1.22326e-08	0	0.776172	1.28837	1.28837	20.4645	0.979853	0.00160056	1.41173e-06	1.3955e-05	0.000124892	0.00364123	0.00575607	0.00893398	0	
125	524.036	697.593	528.475	623.288	1.02002	0.798003	-0.301986	0.434968	56697.1	916.351	2	5.14606	3.24653	6.71728	-6.34994	-2.74092	0.48905	0.89535	0.211835	-357770	-48246.7	-221873	0.0884568	0.161856	0.749688	6.44989	0.00183826	0.10378	0.0001209	481	0.92702	0.911537	0.861929	0.930793	0.930659	0.925571	0.925721	40.4878	0.00369309	0.590571	0.0635006	0.0292255	0.000223058	0.000224814	0.0782668	0.00215524	0.00150288	0.208314	0.0260154	0	0	0.957267	0.95212	0.95212	0.954744	-0.00257287	3.70523	16.3079	0.918067	0.000299595	4.2877e-05	2.3831e-05	1.08143e-07	1.51627e-07	0.00272474	6.27329e-06	1.10893e-06	0.0372159	0.0178418	0	0	0	0	0.0237763	1.01229	-0.802498	-0.802498	0.122882	-0.907218	0.0179861	22.1209	0.0235423	0.00021556	3.20107e-05	4.36321e-07	7.94492e-08	1.13196e-07	5.10727e-05	1.44635e-06	3.17996e-06	0.334748	0.163343	0.0408547	9.49048e-05	0	4.52163e-08	0.188825	0	0.248287	-0.14154	0.699931	0.699931	0.270857	0.420653	5.9598	23.0412	0.996258	0.00035433	4.94457e-05	1.60707e-05	1.3462e-07	1.74847e-07	0.00329917	9.83745e-06	2.76042e-06	0	1.05088e-05	6.55777e-11	0	0.980374	1.02002	1.02002	27.2663	0.976521	0.00159572	5.88011e-07	1.42277e-05	4.92803e-05	0.00960511	1.61121e-05	0.0121235	0	
125	506.27	990.769	495.903	583.678	1.31095	0.865083	-0.0964543	-0.442493	119369	1376.8	2	2.34441	2.95164	0.831062	-3.10496	0.0268002	0.443614	-0.783016	0.898519	915514	-792005	-428927	0.00927461	0.18165	0.809076	3.11919	-0.00323263	-0.010474	8.02149e-05	401	0.915824	0.987832	0.838769	0.843862	0.843741	0.967739	0.966983	40.0285	0.00436118	0.624436	0.0672053	0.0245215	0.00023532	0.00023793	0.0647888	0.00212297	0.00141056	0.191168	0.0238741	0	0	0.952865	1.06442	1.06442	0.993897	0.0537912	2.04304	6.6361	0.972806	0.00155205	0.000219428	2.70311e-05	5.67662e-07	7.7597e-07	0.00304174	9.1839e-06	2.3571e-06	0.00031724	0.000151654	1.55385e-08	0	0	5.90926e-17	0.0218715	0.697688	-1.17822	-1.17822	0.00766055	-0.904595	0.0228086	88.0266	0.0875856	2.91138e-05	4.60396e-06	1.37713e-06	1.05784e-08	1.62802e-08	0.000143103	3.1493e-07	9.94255e-09	0.0414521	0.0204653	0.257706	0.33873	0	1.08064e-05	0.0141573	0	0.239715	0.432606	-0.444314	-0.444314	0.110043	-0.422865	5.1267	12.9228	0.988852	0.000984083	0.000136648	1.64522e-05	3.70048e-07	4.83211e-07	0.00350963	1.05651e-05	2.85551e-06	0	0.00648684	0	0	0.762803	1.31095	1.31095	15.2794	0.981732	0.00160347	1.59557e-06	1.47508e-05	0.00013603	0.0059356	0.0100465	0.000454972	0	
125	546.753	714.085	707.425	707.341	1.27138	1.01178	0.136299	0.928392	135411	661.121	2	5.78464	1.17632	5.42767	-3.66096	-3.66486	0.842039	0.590471	-0.736533	11702.6	267432	-177080	0.0184627	0.629217	0.35232	6.50049	0.000156754	-0.00423973	-8.75688e-05	401	1.16204	0.970245	1.23515	1.36179	1.36159	1.01372	1.01607	50.6924	0.00336802	0.517111	0.0554821	0.0399335	0.000196309	0.000196426	0.109368	0.00246383	0.00175358	0.243132	0.0303637	0	0	1.06859	0.849906	0.849906	0.98501	-0.106265	0.24688	5.05663	0.26494	0.00131283	0.000187524	6.39636e-06	4.82796e-07	6.63141e-07	0.000746626	6.6284e-06	7.53854e-06	0.271543	0.130608	0	0	0	0	0.33064	0.286915	-0.914907	-0.914907	-0.172426	-0.583997	0.311837	11.9605	0.888811	0.000873729	0.000130757	1.62036e-05	3.19551e-07	4.62383e-07	0.00190059	5.77508e-06	1.84338e-06	0.000221818	0.000108352	7.56159e-10	1.96758e-09	0	6.39714e-16	0.000697744	0	0.107232	-0.628048	1.02811	1.02811	0.00494112	0.804771	0.743871	23.0339	0.885697	0.000699179	0.000102863	1.32075e-05	2.63099e-07	3.63736e-07	0.00225901	6.58016e-06	2.10365e-06	5.23704e-19	0.0490005	0.062219	0	0.786547	1.27138	1.27138	22.4305	0.873179	0.00142634	1.20421e-06	1.25276e-05	0.000105618	0	0.0509276	0.0742812	0	
125	459.813	640.206	589.132	518.685	1.47704	1.00799	-0.146313	0.670805	78616.8	1049.44	2	5.73324	0.773238	2.0405	-0.357683	-2.93692	0.296402	0.72745	-0.0573752	-312965	80704	-168946	0.0212551	0.378194	0.600551	5.76355	0.00557161	0.00938344	-6.06165e-05	481	1.03466	0.977722	1.03836	1.09661	1.09645	0.994215	0.994953	45.172	0.00375268	0.568703	0.0611137	0.0320462	0.000215094	0.000216364	0.0864239	0.00232628	0.00160228	0.219892	0.0274613	0	0	1.01045	0.94156	0.94156	0.988798	-0.0319818	2.19996	3.6255	0.937687	0.00226827	0.000315337	3.34755e-05	8.30311e-07	1.11515e-06	0.0034897	8.28457e-06	1.61657e-06	0.0305622	0.0144782	0	0	0	0	0.0111535	0.597293	-1.09547	-1.09547	0.0652563	-0.785842	0.11273	9.51143	0.190887	0.00104214	0.000152722	3.79881e-06	3.83587e-07	5.40059e-07	0.000450675	2.96501e-06	3.07574e-06	0.145573	0.0707276	1.63117e-05	0.117412	0	3.94509e-10	0.076627	0	0.397101	-0.283895	1.04646	1.04646	0.134237	0.6176	1.56921	13.4502	0.926071	0.00138298	0.000198	1.43755e-05	5.18212e-07	7.00155e-07	0.00277238	8.14794e-06	2.41302e-06	0.000562099	0.00408754	0.0649003	0	0.677028	1.47704	1.47704	10.3569	0.994523	0.00162365	2.69009e-06	1.57358e-05	0.000226387	0	0.00346308	6.93071e-05	0	
125	671.848	890.307	679.978	814.406	0.891034	0.795023	-0.173945	0.774929	134332	621.809	2	7.16257	5.2371	7.7479	-9.81045	-3.17132	1.57073	1.6878	-0.42685	-257317	251427	-326409	0.0299529	0.474869	0.495178	7.97108	-0.00240423	0.0937606	0.000132212	481	1.13389	0.965675	1.08479	1.20471	1.20454	1.06446	1.0659	49.4871	0.00369741	0.555939	0.0597059	0.0355838	0.000210568	0.00021138	0.0965896	0.00221763	0.00158412	0.220429	0.0275284	0	0	1.05689	0.923772	0.923772	0.982688	-0.0661201	0.849545	20.024	0.950612	0.000150804	2.25529e-05	1.81359e-05	5.41506e-08	7.97519e-08	0.00215171	5.4066e-06	1.06146e-06	0.023748	0.0115672	0	0	0	0	0.0117231	0.882011	-0.569573	-0.569573	0.0728526	-0.720988	0.0839584	49.4075	0.268086	0.000148217	2.3006e-05	4.36611e-06	5.40563e-08	8.13528e-08	0.000476901	2.36944e-06	1.85424e-06	0.127174	0.062614	0.117494	0.000143867	0	2.70657e-09	0.0492091	0	0.374623	-0.603796	0.784967	0.784967	0.170345	0.689786	1.89541	40.4005	0.98768	0.000191268	2.7688e-05	1.48296e-05	7.32126e-08	9.79082e-08	0.002595	7.5881e-06	2.38958e-06	0	0.00948062	4.85938e-10	0	1.12229	0.891034	0.891034	50.8711	0.901884	0.00147405	3.10679e-07	1.24819e-05	2.63364e-05	0.0496629	0.0137419	0.0331297	0	
125	505.54	691.2	812.243	852.469	1.0047	0.837827	-0.592406	-1.12981	206953	158.982	2	1.0661	3.10238	11.5189	-6.2753	-4.0622	8.25408	1.23357	5.20007	158326	75324	-201928	0.311764	0.56285	0.125386	7.99311	0.0232635	0.0935538	-0.000817008	523	0.767446	0.686511	0.753114	0.810523	0.810406	0.730851	0.731597	33.5003	0.0026443	0.563774	0.0605673	0.0337065	0.000213369	0.000214429	0.0911807	0.00227471	0.00158936	0.219115	0.0273643	0	0	0.869898	0.786831	0.786831	0.828559	-0.0415331	0.070009	28.6849	0.00737143	0.000224294	3.14852e-05	2.05453e-07	8.31949e-08	1.11342e-07	2.2567e-05	1.21434e-06	6.33091e-06	0.343951	0.164402	0	0	0	0	0.48399	-0.126537	-0.928577	-0.928577	-0.525677	-0.401016	1.14742	41.9014	0.744695	0.000120165	1.80486e-05	1.3896e-05	4.31768e-08	6.38237e-08	0.00164274	3.24928e-06	3.27152e-07	0.0869267	0.0423985	0	0	0	0	0.0951302	0	0.0290516	1.1036	-0.726678	-0.726678	0.192751	-0.915129	0.524469	44.2505	0.844875	0.000256784	3.83916e-05	1.23668e-05	9.75694e-08	1.35757e-07	0.00191723	5.58367e-06	1.8731e-06	0	0.00612394	0.126984	0.0197847	0.995323	1.0047	1.0047	50.7126	0.743909	0.00121575	4.00614e-07	1.02669e-05	3.51586e-05	2.9829e-06	0.00629591	0.16087	0.0876035	
125	640.573	836.281	538.902	522.916	0.752102	0.631046	0.109914	-1.00179	211832	1332.82	2	2.13612	5.18232	-8.13514	3.04886	2.48788	0.274984	-0.454402	0.378021	550043	-60542	-239592	0.0120325	0.701157	0.286811	7.95128	0.0133605	0.072387	0.000200194	481	0.962085	0.987779	1.02037	0.95375	0.953612	0.973533	0.973409	42.028	0.0040534	0.598361	0.0643568	0.0276594	0.000225845	0.000227845	0.0737886	0.00245844	0.00156401	0.205673	0.0256855	0	0	0.975635	1.00419	1.00419	0.993871	0.0137156	0.926048	17.4738	0.856054	4.69068e-05	7.03798e-06	1.7027e-05	1.64586e-08	2.48879e-08	0.002027	4.51538e-06	6.46912e-07	0.043909	0.0213342	0.00306544	0.0409732	0	9.72609e-14	0.0325606	0.814462	-0.304399	-0.304399	0.099835	-0.537472	0.381803	119.424	0.32421	4.35081e-05	6.74117e-06	5.41688e-06	1.56219e-08	2.38379e-08	0.000608408	2.04146e-06	8.45018e-07	0.00336392	0.00165307	0.195719	0.463661	0	1.33269e-08	0.00140765	0	0.00931836	1.07361	-0.681622	-0.681622	-0.0474721	-0.84317	9.83911	43.4169	0.99645	0.000105177	1.45478e-05	1.59447e-05	4.08176e-08	5.1443e-08	0.00323146	9.61951e-06	2.72854e-06	6.19256e-08	0.000170038	0	0	1.32961	0.752102	0.752102	40.1546	0.998093	0.00163116	2.06542e-07	1.52469e-05	1.52631e-05	0	0.000169119	0	0	
125	414.679	661.311	527.931	535.209	1.33987	1.01701	0.059214	0.804648	35600.1	1405	2	8.03512	2.01061	3.59852	-3.63404	-3.37831	0.151237	0.501881	-0.302804	-468300	323322	-148820	0.00350221	0.517426	0.479072	7.89095	-4.42037e-05	-0.00161567	-2.03162e-05	401	1.141	0.988911	1.16344	1.31016	1.30997	1.02056	1.02249	49.7843	0.00350348	0.529972	0.0568864	0.0377353	0.000200987	0.000201398	0.102959	0.00236359	0.00170209	0.238228	0.0297512	0	0	1.05945	0.877732	0.877732	0.99444	-0.0871044	1.46108	1.30384	0.724041	0.00506119	0.000690229	4.02138e-05	1.8578e-06	2.44097e-06	0.00363745	1.87162e-05	1.16824e-05	0.148814	0.0696771	0	0	0	0	0.048004	0.409755	-1.02347	-1.02347	-0.102982	-0.687	0.315334	21.7449	0.292271	0.000417015	6.15851e-05	5.6499e-06	1.52764e-07	2.17779e-07	0.000670017	2.09703e-06	7.34265e-07	0.00189651	0.000923015	0.0417983	0.0848166	0	1.54355e-08	0.00873326	0	0.568404	-0.516425	0.988605	0.988605	0.022	0.721418	3.4868	13.8872	0.956733	0.00100734	0.000141409	1.54399e-05	3.78517e-07	5.00044e-07	0.00317714	9.46305e-06	2.65218e-06	0	0.0199098	0.019003	0	0.746343	1.33987	1.33987	13.9359	0.93234	0.0015227	1.69701e-06	1.44253e-05	0.000142857	1.89899e-09	0.0213454	0.0445614	0	
125	420.983	573.258	593.933	607.456	0.955473	0.744571	0.0849108	-0.664535	546.873	1424.31	2	3.8868	4.43937	8.57705	-6.34796	-5.81105	0.132702	-0.25855	0.162062	253024	-171261	-132855	0.00719253	0.377575	0.615232	7.4253	-0.00650532	0.0311796	0.000109429	481	0.965392	0.992484	0.86281	0.94907	0.948933	0.981993	0.981808	42.1744	0.00410685	0.601456	0.0646937	0.0273984	0.00022698	0.000229038	0.073031	0.00207169	0.0014588	0.203962	0.0254719	0	0	0.977402	1.01343	1.01343	0.996235	0.0179943	6.51828	5.05916	0.966223	0.000585999	8.08049e-05	4.94271e-05	2.11276e-07	2.85762e-07	0.0045233	1.23481e-05	2.59708e-06	0.0168499	0.00790392	0	0	0	0	0.00376822	0.889275	-0.684618	-0.684618	0.0665089	-0.786131	0.838507	15.7843	0.401334	0.000216802	3.13932e-05	9.04401e-06	7.88074e-08	1.11015e-07	0.00106599	4.00601e-06	1.67932e-06	0.0105555	0.00509409	0	0	0	0	0.0122826	0	0.569404	0.590975	-0.645903	-0.645903	-0.0556138	-0.617798	3.55393	33.3294	0.901262	0.000237424	3.37086e-05	1.39579e-05	9.05117e-08	1.19198e-07	0.00266687	7.85638e-06	2.33678e-06	0	0.000537109	0.0952383	4.55683e-08	1.0466	0.955473	0.955473	34.2214	0.862136	0.00140888	4.0746e-07	1.26191e-05	3.35774e-05	1.70939e-08	0.000575456	0.135767	7.04356e-07	
125	538.444	737.595	855.809	874.24	0.937211	0.823168	-0.428034	-1.13424	239881	909.912	2	1.10775	1.86819	10.1482	-5.21201	-4.15821	0.33851	0.104889	0.971927	152546	-185362	-155575	0.172294	0.679732	0.147974	6.24635	0.0116362	0.0296019	-0.000507634	481	0.966326	0.823637	0.954134	1.03466	1.03451	0.902728	0.903999	42.1728	0.00312926	0.553256	0.0594143	0.0358256	0.00020958	0.000210347	0.0973019	0.00228875	0.00161033	0.222141	0.0277422	0	0	0.975606	0.847762	0.847762	0.907544	-0.0637878	0.00210877	16.5781	0.000273911	0.00028481	4.04657e-05	6.77948e-09	1.05324e-07	1.43099e-07	9.20525e-07	2.08563e-06	7.27814e-06	0.434383	0.208691	0	0	0	0	0.356315	0.0170214	-0.775451	-0.775451	-0.404874	-0.395405	0.789461	36.23	0.92624	0.000155264	2.35524e-05	1.65333e-05	5.58631e-08	8.32857e-08	0.00193003	4.62446e-06	7.88382e-07	0.0413217	0.0202125	0	0	0	0	0.00269412	0	0.00740035	1.08921	-0.747221	-0.747221	0.111536	-0.916289	0.438707	52.9557	0.852433	0.000195581	2.94128e-05	1.24111e-05	7.45936e-08	1.04007e-07	0.00185215	5.39656e-06	1.84079e-06	0	0.0142829	0.116937	0.0142505	1.067	0.937211	0.937211	55.0987	0.806112	0.0013175	3.32574e-07	1.10736e-05	2.88776e-05	5.07466e-08	0.0148127	0.135509	0.0421472	
