p_mH1	p_mH2	p_mH3	p_mA	p_mHc	p_tbeta	p_a1	p_a2	p_a3	p_m12sq	p_vs	p_THDMtype	p_L1	p_L2	p_L3	p_L4	p_L5	p_L6	p_L7	p_L8	p_u11sq	p_u22sq	p_ussq	s_sH1	s_sH2	s_sH3	s_uni	s_S	s_T	s_U	s_HB_ch_id	mu_F	mu_V	mu_gamgam	mu_ZZ	mu_WW	mu_tautau	mu_bb	x_H1_ggF	w_H1	b_H1_bb	b_H1_tautau	b_H1_cc	b_H1_ss	b_H1_mumu	b_H1_gg	b_H1_gamgam	b_H1_Zgam	b_H1_WW	b_H1_ZZ	b_H1_ZA	b_H1_AA	c_H1_top	c_H1_bot	c_H1_lep	c_H1_VV	c_H1_ZA	x_H2_ggF	w_H2	b_H2_tt	b_H2_bb	b_H2_tautau	b_H2_cc	b_H2_ss	b_H2_mumu	b_H2_gg	b_H2_gamgam	b_H2_Zgam	b_H2_WW	b_H2_ZZ	b_H2_ZA	b_H2_WpHm	b_H2_HpHm	b_H2_AA	b_H2_H1H1	c_H2_top	c_H2_bot	c_H2_lep	c_H2_VV	c_H2_ZA	x_H3_ggF	w_H3	b_H3_tt	b_H3_bb	b_H3_tautau	b_H3_cc	b_H3_ss	b_H3_mumu	b_H3_gg	b_H3_gamgam	b_H3_Zgam	b_H3_WW	b_H3_ZZ	b_H3_ZA	b_H3_WpHm	b_H3_HpHm	b_H3_AA	b_H3_H1H1	b_H3_H2H2	b_H3_H1H2	c_H3_top	c_H3_bot	c_H3_lep	c_H3_VV	c_H3_ZA	x_A_ggF	w_A	b_A_tt	b_A_bb	b_A_tautau	b_A_cc	b_A_ss	b_A_mumu	b_A_gg	b_A_gamgam	b_A_Zgam	b_A_WpHm	b_A_ZH1	b_A_ZH2	b_A_ZH3	c_A_top	c_A_bot	c_A_lep	w_Hc	b_Hc_tb	b_Hc_ts	b_Hc_cb	b_Hc_cs	b_Hc_taunu	b_Hc_WA	b_Hc_WH1	b_Hc_WH2	b_Hc_WH3
125	453.6	979.629	639.15	559.021	1.49514	0.971113	-0.0263218	0.473242	118959	1107.42	2	4.36983	0.941786	0.411012	0.676311	-2.49669	0.654379	1.7437	-0.686504	-902761	494013	-403213	0.000692679	0.207586	0.791721	4.30867	0.00293311	0.00430477	-0.000137114	481	0.996404	0.999204	0.963407	0.979329	0.979187	1.00925	1.00918	43.5253	0.00413562	0.598982	0.0644199	0.0280715	0.00022611	0.000228069	0.0749467	0.00224124	0.00150333	0.203915	0.025466	0	0	0.992795	1.01482	1.01482	0.999602	0.0101772	2.46375	3.49399	0.978983	0.00332786	0.00046124	3.65629e-05	1.21995e-06	1.63113e-06	0.00376198	1.11089e-05	2.54089e-06	0.00315374	0.0014919	0	0	0	0	0.00876707	0.616272	-1.30951	-1.30951	0.0210566	-0.889927	0.0106604	74.0162	0.0450066	8.57423e-05	1.34588e-05	7.0998e-07	3.14854e-08	4.75922e-08	7.37453e-05	3.51021e-07	1.88784e-07	0.00138738	0.000684779	0.14615	0.500683	0	4.36174e-07	0.00117378	0.0464164	0.258324	-0.286197	0.70055	0.70055	0.0187849	0.455989	0.967631	18.8091	0.706421	0.00108463	0.000157395	1.07405e-05	4.06274e-07	5.56568e-07	0.0019685	5.74875e-06	1.76537e-06	0.00149607	0.000391587	0.288462	0	0.668836	1.49514	1.49514	11.4974	0.955428	0.0015597	2.6424e-06	1.47556e-05	0.000225207	0	0.000411548	0.0422842	0	
125	446.062	753.533	668.722	663.935	0.891276	0.857346	-0.347099	-1.42532	156710	541.427	2	5.30362	3.86078	0.670436	-1.96528	-2.17612	0.629757	0.0240348	0.88895	93210.3	52345.8	-104618	0.115717	0.8657	0.0185833	5.0929	0.0145614	-0.0101657	-0.000407994	313	1.16304	0.869565	1.16409	1.30267	1.30248	1.01796	1.02066	50.7289	0.00315824	0.519001	0.0556664	0.0425883	0.00019718	0.000197078	0.116957	0.00232009	0.00167562	0.232377	0.0290205	0	0	1.06862	0.824378	0.824378	0.932505	-0.121318	0.392803	7.19793	0.066883	0.000183139	2.50714e-05	2.65231e-06	6.84574e-08	8.86626e-08	0.000260707	1.11913e-06	9.96196e-06	0.405286	0.191379	0	0	0	0	0.335969	-0.239897	-0.441891	-0.441891	-0.352468	-0.100332	0.627145	33.3241	0.927405	0.000284107	4.3081e-05	1.63417e-05	1.02994e-07	1.52343e-07	0.00189619	6.73342e-06	2.96646e-06	0.0239504	0.0117255	0.000279231	0.00791788	0	2.88845e-13	0.0124756	0	0.013997	1.02925	-0.958909	-0.958909	-0.0787474	-0.98753	2.08519	40.6634	0.964083	0.000187487	2.70683e-05	1.4521e-05	7.17665e-08	9.57169e-08	0.00256924	7.51758e-06	2.35196e-06	1.6135e-10	0.0299852	0.0031236	0	1.12199	0.891276	0.891276	38.7016	0.963825	0.00157517	3.43825e-07	1.37989e-05	2.82369e-05	0	0.0311974	0.00328667	0	
125	458.411	608.243	728.988	592.604	1.6002	1.07771	0.147357	1.27112	141294	848.002	2	2.89192	0.289578	1.12667	2.37061	-3.58626	0.305344	0.225672	-0.270047	122318	179849	-105829	0.0215573	0.89317	0.0852731	5.29244	0.00763788	0.00174453	-7.97676e-05	401	1.07212	0.974256	1.17166	1.21886	1.21868	0.976437	0.977913	46.7874	0.00348612	0.539434	0.0579239	0.035669	0.000204394	0.000205071	0.0969761	0.00253321	0.00173136	0.235866	0.0294563	0	0	1.02748	0.883502	0.883502	0.987044	-0.0647054	0.00398277	1.69207	0.0020218	0.00154029	0.00021299	7.28947e-08	5.69496e-07	7.53214e-07	9.40308e-06	3.3484e-06	1.0648e-05	0.38619	0.182892	0	0	0	0	0.427118	0.0190655	-0.615998	-0.615998	-0.159291	-0.285406	0.602704	7.21847	0.949065	0.00288119	0.000419115	1.98993e-05	1.05841e-06	1.4821e-06	0.00236318	7.64829e-06	2.57542e-06	0.00334675	0.00162127	0	3.06718e-07	0	0	0.0391969	0	0.00107341	-0.578316	1.54939	1.54939	0.019247	0.95622	0.396493	21.8052	0.608545	0.00119568	0.00017738	9.03211e-06	4.47144e-07	6.27236e-07	0.00152052	4.41166e-06	1.42632e-06	0.238651	0.0211939	0.0868212	0.0418787	0.624922	1.6002	1.6002	10.6878	0.958986	0.00156487	3.41159e-06	1.47192e-05	0.000294183	0	0.0218939	0.0171686	0	
125	593.536	749.594	835.855	744.253	0.757864	0.622299	-0.0325525	-1.19483	151879	809.199	2	1.94018	7.22729	4.70252	-1.54778	-6.33133	0.580566	-0.20208	0.541061	179041	4530.97	-192167	0.00105929	0.864271	0.13467	7.93308	0.00215343	-0.0266544	-4.91191e-05	481	0.939739	0.998254	0.899177	0.923684	0.923551	0.960645	0.960317	41.0586	0.00413147	0.60435	0.0650149	0.026524	0.00022799	0.000230175	0.0705477	0.00221795	0.00149398	0.203926	0.0254674	0	0	0.964557	1.01898	1.01898	0.999127	0.0261989	0.439056	4.26667	0.987661	0.000176323	2.58382e-05	2.12988e-05	6.32923e-08	9.13706e-08	0.00252492	8.54899e-06	3.01937e-06	0.00601726	0.00291054	0	0	0	0	0.000650603	0.46472	-0.299408	-0.299408	-0.0206386	-0.367835	0.972825	47.7041	0.967966	9.51523e-05	1.45335e-05	1.71093e-05	3.39439e-08	5.13932e-08	0.00199021	5.69414e-06	1.59586e-06	0.00350247	0.00171437	0	2.05401e-10	0	0	0.00234754	0	0.0223454	1.26283	-0.668123	-0.668123	0.036328	-0.929522	0.773537	70.6766	0.955289	9.48088e-05	1.40746e-05	1.39408e-05	3.67205e-08	4.97691e-08	0.00211281	6.16292e-06	2.08614e-06	0.00531286	0.00167343	0.0353419	0.000138939	1.3195	0.757864	0.757864	58.7192	0.98783	0.00161459	1.92202e-07	1.38196e-05	1.50841e-05	0	0.00139668	0.00905458	0	
125	368.579	749.336	608.43	621.62	0.881769	0.759617	-0.358132	0.049851	73952.3	1473.65	2	1.48459	0.750008	9.39051	-4.18994	-3.65375	0.22725	0.527207	0.453715	-552989	-445043	-261732	0.122868	0.00217797	0.874954	5.73335	0.00239907	0.0355525	-0.000222742	481	0.963757	0.875934	0.911673	0.996661	0.996517	0.932606	0.93333	42.0756	0.00344565	0.572728	0.0615443	0.0325067	0.000216633	0.000217888	0.0876992	0.00219273	0.00154621	0.214553	0.0267946	0	0	0.975167	0.905393	0.905393	0.935913	-0.0346125	13.1162	2.04394	0.962832	0.00224833	0.00030268	0.000171776	8.11435e-07	1.07045e-06	0.0108718	3.67651e-05	8.48462e-06	0.00224135	0.00103259	0	0	0	0	0.0202521	1.11318	-0.900098	-0.900098	-0.0194566	-0.998721	0.0591463	35.2422	0.0788625	4.37174e-05	6.50277e-06	1.39422e-06	1.64148e-08	2.2995e-08	0.00016301	5.34914e-08	1.60551e-06	0.443856	0.217253	9.27245e-05	0.000150772	0	9.60051e-09	0.219092	0.0382941	0.00218288	0.309892	0.384193	0.384193	0.351692	0.0368579	3.63976	51.0176	0.710054	0.000135183	1.9213e-05	1.09248e-05	5.17931e-08	6.79397e-08	0.00205483	6.04295e-06	1.81761e-06	0	0.00141109	0.286307	0	1.13408	0.881769	0.881769	53.7597	0.660766	0.00107987	2.29925e-07	9.59984e-06	1.86283e-05	9.61418e-09	0.00146561	0.33661	0	
125	559.915	811.457	548.994	525.605	1.48928	0.918262	0.153832	1.06816	183497	855.853	2	4.22081	3.04577	-7.17257	2.40207	1.57142	0.52518	0.67815	-0.760036	51941.1	368130	-182869	0.0234783	0.749899	0.226622	7.32692	0.0138249	0.0898981	0.000207895	401	0.901784	0.972867	0.865556	0.809463	0.809347	0.963874	0.962984	39.4199	0.00440899	0.631535	0.067979	0.0238944	0.000237915	0.000240669	0.0629872	0.00222488	0.00141295	0.18623	0.0232574	0	0	0.945746	1.07638	1.07638	0.98634	0.0604566	0.134797	1.68735	0.510981	0.0033272	0.000476937	1.18997e-05	1.22465e-06	1.68659e-06	0.00139853	1.07473e-05	1.01155e-05	0.323293	0.155767	2.32314e-08	1.80719e-05	0	1.50502e-14	0.00470266	0.223829	-0.832884	-0.832884	-0.104551	-0.48905	0.198448	85.4531	0.191364	0.000175933	2.68704e-05	3.24201e-06	6.43538e-08	9.50185e-08	0.000366856	7.58883e-07	4.00979e-08	0.0307695	0.0151053	0.202929	0.534166	0	4.95645e-08	0.0203858	0	0.00470586	-0.711569	1.16862	1.16862	-0.127289	0.870158	2.28417	11.4959	0.981727	0.00155074	0.000219468	1.55974e-05	5.80977e-07	7.76071e-07	0.0031396	9.29613e-06	2.65911e-06	1.57938e-06	0.0133328	0	0	0.671465	1.48928	1.48928	10.4503	0.985208	0.00160837	2.73972e-06	1.55292e-05	0.00023114	0	0.0128587	0	0	
125	701.889	870.816	791.462	728.333	1.13615	0.837121	0.206718	-0.669478	159018	614.727	2	7.30703	3.63374	3.17173	-1.88203	-5.0529	1.66459	-1.80271	-0.0952988	488931	145719	-289079	0.0421272	0.368892	0.588981	7.5257	0.00807307	0.0368707	-6.29063e-05	481	0.947919	0.957737	0.901404	0.934505	0.93437	0.959892	0.959808	41.4079	0.00395199	0.598817	0.0644033	0.0279479	0.000226039	0.00022801	0.0745994	0.00220425	0.00149638	0.204534	0.0255433	0	0	0.968365	0.991904	0.991904	0.97864	0.011674	0.591419	21.7262	0.823224	0.00025271	3.7894e-05	1.51897e-05	9.15596e-08	1.34001e-07	0.00179032	3.63141e-06	3.76716e-07	0.0885386	0.0432154	0	0	0	0	0.0429215	0.825507	-0.752403	-0.752403	0.136717	-0.78257	0.0406367	21.7417	0.252852	0.000398716	6.14839e-05	4.15344e-06	1.46267e-07	2.17417e-07	0.000456437	2.6414e-06	2.4765e-06	0.219184	0.107845	0.000102958	0.117538	0	2.44325e-10	0.0968017	0	0.204749	0.394328	-0.860733	-0.860733	-0.153531	-0.622453	0.479279	28.6365	0.995909	0.000494794	7.39232e-05	1.46206e-05	1.86945e-07	2.614e-07	0.00231172	6.7269e-06	2.23758e-06	0.000132492	0.000687389	0.000366618	0	0.880163	1.13615	1.13615	25.3214	0.997602	0.00163	8.8223e-07	1.41431e-05	7.69329e-05	0	0.000599249	4.15537e-07	0	
125	562.084	878.044	703.747	728.898	1.20954	0.863791	0.152564	0.658047	192459	501.462	2	1.11824	2.66755	3.31263	-2.89876	-1.70791	2.33536	1.37859	-2.18966	68973.5	402382	-271211	0.0230957	0.365383	0.611521	3.28461	-0.00078878	0.018523	7.04041e-07	481	0.960841	0.976649	0.921297	0.940471	0.940335	0.977475	0.977318	41.9747	0.00405905	0.601541	0.064701	0.0275879	0.000227027	0.000229064	0.0735647	0.0022226	0.00149392	0.203072	0.0253607	0	0	0.975053	1.00757	1.00757	0.988256	0.015969	0.871222	6.29976	0.911628	0.00138701	0.000199492	2.11117e-05	5.07728e-07	7.05459e-07	0.00247858	1.03506e-05	5.01593e-06	0.0515297	0.0248345	0	0	0	0	0.00790463	0.575134	-1.03881	-1.03881	-0.0801473	-0.792586	0.100471	28.5852	0.502351	0.000151075	2.34631e-05	8.22497e-06	5.48099e-08	8.29692e-08	0.000904955	1.80787e-06	8.34014e-08	0.122826	0.060449	0.0813601	0.103339	0	3.24372e-10	0.0559499	0	0.0726345	-0.634058	0.607169	0.607169	-0.130104	0.609551	0.846198	24.0405	0.932714	0.000604272	8.87376e-05	1.39205e-05	2.27785e-07	3.13786e-07	0.00238767	6.95944e-06	2.22053e-06	0	0.00104205	0.0631396	0	0.826763	1.20954	1.20954	25.9351	0.860178	0.00140529	9.70721e-07	1.22351e-05	8.51949e-05	5.1379e-07	0.00109757	0.137155	0	
125	490.496	845.59	595.093	490.71	1.05863	0.781828	0.090041	-0.092657	45585.9	736.685	2	3.07758	2.71274	2.75065	-0.597147	-4.34291	1.29967	-0.601555	-0.0985527	202590	57665	-342510	0.00808549	0.00849156	0.983423	4.64257	0.00593748	0.00374968	-1.82916e-05	401	0.94096	0.990896	0.862736	0.907389	0.907258	0.9699	0.969497	41.1144	0.00418009	0.609335	0.0655561	0.0262556	0.000229829	0.000232091	0.0697587	0.0021253	0.00145333	0.200068	0.0249856	0	0	0.965296	1.02922	1.02922	0.995438	0.0319086	4.58968	11.6854	0.988743	0.000632433	8.92525e-05	2.95031e-05	2.29601e-07	3.15628e-07	0.00324432	9.15332e-06	2.03879e-06	0.00447059	0.00213115	0	0	0	0	0.000648514	0.980045	-1.01305	-1.01305	0.0402164	-0.994933	1.07488e-05	5.20987	8.20181e-05	7.73253e-05	1.18178e-05	1.36375e-09	2.85986e-08	4.17896e-08	1.35215e-07	2.57476e-07	1.16212e-06	0.265134	0.130336	0.0357558	0.185659	0	1.66654e-07	0.152419	0	0.230523	0.00354143	-0.187459	-0.187459	-0.0865233	-0.0953455	2.86447	26.0964	0.939706	0.000371701	5.29527e-05	1.45453e-05	1.40934e-07	1.87248e-07	0.00277765	8.17726e-06	2.4342e-06	0.0448015	0.00217166	0.0100933	0	0.944615	1.05863	1.05863	18.7638	0.996662	0.0016285	7.48742e-07	1.57266e-05	6.07271e-05	0	0.00155672	3.10896e-17	0	
125	589.203	892.538	692.01	598.121	1.1826	0.81273	0.12207	0.368798	168423	600.031	2	0.347287	2.31122	-0.200629	1.7347	-2.26855	2.02063	0.512956	-1.47768	115413	376916	-344151	0.0148271	0.128029	0.857144	3.20678	0.00669715	0.0439131	4.36345e-05	401	0.898633	0.982072	0.850857	0.833788	0.833668	0.948174	0.947416	39.2778	0.00430576	0.623505	0.0671062	0.0243722	0.000234959	0.000237579	0.0643762	0.00219476	0.00143388	0.192499	0.0240404	0	0	0.943906	1.05685	1.05685	0.990995	0.0556877	1.3417	12.6205	0.970131	0.000799873	0.000116142	2.11069e-05	2.91824e-07	4.10708e-07	0.00249969	7.45939e-06	2.05537e-06	0.000337448	0.000163147	0	0	0	0	0.0259214	0.798085	-1.09575	-1.09575	0.0085057	-0.933755	0.0425443	27.7581	0.245684	3.44646e-05	5.39202e-06	3.99751e-06	1.23896e-08	1.9067e-08	0.000437273	7.13329e-07	5.35368e-09	0.140377	0.0691194	0.0468834	0.311497	0	3.54882e-09	0.0616405	0	0.124317	-0.43259	0.284486	0.284486	-0.133626	0.353554	0.975638	24.103	0.95677	0.000568352	8.31978e-05	1.43205e-05	2.1443e-07	2.94197e-07	0.00248331	7.2437e-06	2.29652e-06	0.0200845	0.0119518	0.00803477	0	0.845596	1.1826	1.1826	19.1514	0.988861	0.00161552	1.06612e-06	1.46523e-05	9.05017e-05	0	0.0093416	3.32769e-09	0	
125	430.83	664.185	391.477	578.439	0.982802	0.815894	-0.544901	-0.857478	36905.8	1037.27	2	3.79665	7.79364	5.72972	-7.30562	-1.31257	0.204436	0.0335715	0.918568	2716.71	-528010	-124152	0.268669	0.418197	0.313133	7.86591	0.0160023	-0.00242186	-0.000560716	599	0.800326	0.730209	0.75039	0.834483	0.834363	0.771348	0.771976	34.9397	0.0028489	0.570451	0.0612972	0.0326452	0.000215791	0.000217013	0.0881106	0.00217337	0.00154902	0.216325	0.0270158	0	0	0.888597	0.821611	0.821611	0.854523	-0.0334877	0.425541	7.36325	0.0516846	0.000965521	0.00013233	2.3639e-06	3.55656e-07	4.67977e-07	0.000231756	7.63369e-06	1.76647e-05	0.493332	0.232044	5.48453e-06	0	0	2.81185e-10	0.221576	0.232385	-1.0448	-1.0448	-0.417284	-0.638496	1.38241	64.8842	0.44089	2.80623e-05	4.22604e-06	8.4916e-06	9.89486e-09	1.49442e-08	0.00100895	1.48856e-06	2.50017e-07	0.127372	0.0620045	0.201572	0.00105656	0	6.81616e-07	0.0671363	0	0.0989166	1.09165	-0.446376	-0.446376	0.309298	-0.768896	32.4363	14.5974	0.993469	0.000405276	5.3672e-05	2.13041e-05	1.54356e-07	1.89796e-07	0.00516272	1.69625e-05	3.76754e-06	0	0.000866788	0	0	1.0175	0.982802	0.982802	35.2136	0.749907	0.00122543	3.99721e-07	1.11324e-05	3.28755e-05	0.209183	0.00163781	0.0379448	0	
125	501.791	632.54	565.239	554.009	2.85042	1.20358	-0.0560773	-0.684803	85717.7	586.771	2	3.93746	0.50593	0.229375	-0.32971	-0.745117	0.986781	-1.28026	0.315899	474450	-35137.2	-174140	0.00314137	0.398826	0.598033	3.80999	0.000137067	-0.000238576	-7.16267e-06	401	0.98415	0.995973	0.882218	0.885254	0.885126	1.042	1.04134	43.0094	0.00450423	0.625764	0.0673385	0.0255023	0.000235902	0.000238402	0.0675326	0.00207792	0.00138193	0.186622	0.0233063	0	0	0.987545	1.0828	1.0828	0.997985	0.0297569	0.306721	0.948337	0.918034	0.038521	0.00541351	2.60006e-05	1.42193e-05	1.9144e-05	0.00298302	1.05979e-05	3.60314e-06	0.00560385	0.00267681	0	0	0	0	0.0266944	0.259628	-2.22216	-2.22216	-0.0123514	-0.775256	0.120485	2.68591	0.660111	0.0100673	0.00147091	1.32893e-05	3.71313e-06	5.20147e-06	0.00157499	2.3417e-06	3.68799e-08	0.106651	0.0517825	0.000280914	0.00310392	0	1.42242e-08	0.0915425	0	0.0733907	0.283596	-1.73622	-1.73622	0.0622437	-0.630946	0.555036	3.3177	0.961324	0.0200675	0.00286817	1.51169e-05	7.44951e-06	1.01423e-05	0.00304658	8.86854e-06	2.5661e-06	1.39105e-07	0.0124103	0.000238735	0	0.350825	2.85042	2.85042	3.09405	0.982482	0.0015781	3.51046e-05	2.16672e-05	0.00301439	0	0.0126693	0.000114969	0	
125	665.694	829.498	745.935	763.5	0.802827	0.768811	-0.0610178	-0.517026	152252	636.524	2	3.36308	3.59479	5.91357	-4.91719	-4.04096	1.54493	-0.378653	1.03463	173167	-6564.96	-318277	0.00371856	0.243421	0.75286	5.5295	-0.002185	0.0180517	2.01274e-05	401	1.24913	0.987809	1.19443	1.33782	1.33762	1.14614	1.14828	54.5026	0.00375201	0.543654	0.0583561	0.0385766	0.000206167	0.000206601	0.105237	0.00221648	0.0015974	0.2222	0.0277496	0	0	1.10854	0.919989	0.919989	0.993886	-0.0920458	1.06581	25.398	0.882662	0.000235224	3.50061e-05	1.69679e-05	8.50438e-08	1.23789e-07	0.00201431	7.80807e-06	3.73316e-06	0.0415892	0.0202479	0	0	0	0	0.0531875	0.964535	-0.802865	-0.802865	-0.110178	-0.862809	0.136011	18.1317	0.719235	9.40462e-05	1.45562e-05	1.20608e-05	3.37519e-08	5.14731e-08	0.00135877	4.02512e-06	1.27833e-06	0.000497011	0.000244172	0.000116444	6.92597e-05	0	2.80359e-11	0.00212954	0	0.276224	0.626362	-0.391868	-0.391868	0.00720076	-0.49708	1.36021	55.079	0.979061	0.000123664	1.80866e-05	1.44832e-05	4.7683e-08	6.39561e-08	0.00237886	6.9427e-06	2.26238e-06	0	0.0183119	8.26299e-05	0	1.2456	0.802827	0.802827	54.4964	0.973047	0.00159041	2.31185e-07	1.35675e-05	1.87104e-05	4.01028e-08	0.0201837	0.00507195	0	
125	530.432	918.815	882.478	838.267	1.91418	1.06499	-0.33289	-1.07319	228954	813.968	2	4.45394	3.32381	1.12294	-1.13601	-3.65026	0.554723	-1.46934	1.20886	983196	-336095	-202967	0.106782	0.689712	0.203506	4.38766	0.0121428	-0.0260481	-0.000406854	401	0.878761	0.892687	0.819455	0.830422	0.830303	0.909675	0.909338	38.3952	0.00384283	0.611978	0.0658374	0.0266683	0.000230851	0.000233087	0.0709021	0.00216156	0.00144627	0.196058	0.0244848	0	0	0.93278	0.988938	0.988938	0.944821	0.0230476	0.00498196	5.96646	0.00127737	0.00187925	0.000266233	3.24398e-08	6.95494e-07	9.4148e-07	3.91663e-06	2.31367e-06	8.96352e-06	0.531772	0.255183	0	0	0	0	0.209605	-0.0224771	-1.20223	-1.20223	-0.275422	-0.484181	0.0768116	30.9465	0.49066	0.000886787	0.000137847	7.90057e-06	3.25533e-07	4.87448e-07	0.000847183	1.62217e-06	8.68965e-09	0.242678	0.119587	1.75064e-06	0.000841248	0	1.07403e-12	0.143958	0	0.000393125	0.634299	-1.4969	-1.4969	0.177359	-0.874664	0.0890501	23.6577	0.470739	0.00184903	0.000283202	6.83466e-06	6.89203e-07	1.00143e-06	0.00101225	2.91927e-06	1.00698e-06	2.12079e-05	0.00460483	0.521478	0	0.522417	1.91418	1.91418	19.1192	0.536634	0.00087406	3.64254e-06	8.08881e-06	0.000332871	0	0.00487355	0.457232	0	
125	830.744	979.878	979.924	947.612	2.06393	1.07334	-0.275598	1.17393	341368	431.902	2	3.77078	1.53104	0.869034	0.56626	-1.49207	3.63217	3.68521	1.25813	340539	10859.4	-390802	0.0740507	0.787608	0.138342	4.40343	0.0101208	-0.0101007	-0.000266007	401	0.890553	0.923968	0.802396	0.792247	0.792132	0.950821	0.950054	38.9248	0.00422509	0.630914	0.0679042	0.0246148	0.000237747	0.000240404	0.0650093	0.00208854	0.00137369	0.184568	0.0230498	0	0	0.939664	1.05311	1.05311	0.961232	0.044516	0.0695069	36.4284	0.185166	7.81902e-05	1.20201e-05	3.10292e-06	2.84479e-08	4.25051e-08	0.000348773	2.95905e-07	4.29575e-07	0.345781	0.169884	0	0	0	0	0.298726	0.450038	-0.504366	-0.504366	0.268585	-0.374505	0.0194481	7.85312	0.773169	0.00643101	0.00100736	1.21958e-05	2.37083e-06	3.56215e-06	0.00125212	5.02376e-06	3.08106e-06	0.144422	0.0712838	0	1.05539e-05	0	0	0.00153202	0	0.000866162	-0.38633	1.97392	1.97392	0.0624046	0.926156	0.0402584	11.6791	0.903364	0.00475486	0.000740577	1.30121e-05	1.77042e-06	2.61875e-06	0.00178956	5.1534e-06	1.83528e-06	8.3342e-06	0.0485303	0.0407881	1.02851e-19	0.484513	2.06393	2.06393	10.6582	0.932072	0.00151618	8.42143e-06	1.43009e-05	0.000784753	0	0.048144	0.0173869	0	
125	525.724	700.781	540.844	597.35	1.06448	0.952044	-0.193403	-0.467104	74935.6	772.676	2	4.49322	2.29787	4.62037	-4.4778	-2.35224	0.722917	-0.167177	0.833738	101453	-184076	-226830	0.0369406	0.195282	0.767778	5.0869	0.0003941	0.0325795	-5.0847e-06	598	1.22584	0.945505	1.25034	1.43317	1.43296	1.04746	1.05044	53.4637	0.00328987	0.506782	0.0543451	0.0430718	0.000192627	0.0001924	0.118467	0.00236433	0.00173142	0.242561	0.0302924	0	0	1.09684	0.831337	0.831337	0.972371	-0.132491	1.34425	9.11733	0.608995	0.00108339	0.000154071	1.57152e-05	3.96665e-07	5.44843e-07	0.00180364	1.06862e-05	8.28198e-06	0.189615	0.0909273	0	0	0	0	0.107386	0.613832	-1.13561	-1.13561	-0.206301	-0.873017	0.264936	17.782	0.445647	8.27498e-05	1.24433e-05	8.23216e-06	2.97982e-08	4.40021e-08	0.000970965	1.81815e-06	1.67013e-07	0.0687258	0.0335424	0.050907	0.0141897	0	3.3455e-09	0.0921271	0	0.293784	0.550162	-0.390368	-0.390368	0.109244	-0.469348	4.82335	22.4715	0.965335	0.000402902	5.65076e-05	1.54249e-05	1.52744e-07	1.99819e-07	0.00312377	9.28566e-06	2.63758e-06	0	0.0310538	2.81267e-08	0	0.939424	1.06448	1.06448	24.3909	0.956782	0.00156337	6.86105e-07	1.41128e-05	5.75004e-05	3.8408e-05	0.0413366	0.000134023	0	
125	395.895	555.366	623.957	638.366	0.91375	0.850057	-0.0282768	0.974586	4868.63	1256.76	2	4.59378	4.1799	9.28665	-6.87292	-6.27182	0.12942	0.247373	-0.203718	-213540	172279	-103480	0.000799366	0.684158	0.315042	7.91873	-0.00603757	0.0346748	9.61271e-05	401	1.26113	0.987225	1.17217	1.39539	1.39518	1.12852	1.13103	55.0173	0.00362962	0.530391	0.0569125	0.0402247	0.000201304	0.00020149	0.110074	0.00215449	0.00161541	0.229557	0.0286683	0	0	1.11335	0.893598	0.893598	0.993592	-0.109433	3.1927	1.41038	0.927081	0.00129526	0.000176276	7.05539e-05	4.69351e-07	6.23399e-07	0.0056669	2.11454e-05	6.39379e-06	0.0161298	0.00750724	0	0	0	0	0.0420444	0.575404	-0.550555	-0.550555	-0.0382178	-0.560697	1.74382	19.7253	0.536874	0.000296961	4.27778e-05	1.26539e-05	1.0792e-07	1.51274e-07	0.0014798	6.07041e-06	2.87636e-06	0.0278755	0.013423	0	0	0	0	0.00622922	0	0.413757	-0.791861	0.856336	0.856336	0.106369	0.820758	2.94421	39.6315	0.874839	0.000190603	2.72373e-05	1.33755e-05	7.28527e-08	9.63145e-08	0.00247612	7.27024e-06	2.21045e-06	0	0.0197971	0.102611	3.60027e-05	1.09439	0.91375	0.91375	40.1867	0.847088	0.00138435	3.34426e-07	1.22381e-05	2.74813e-05	2.00265e-08	0.0214362	0.129532	0.000454848	
